,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu6790,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,
Otu7226,Fungi,Basidiomycota,Agaricomycetes,Phallales,Clathraceae,Clathrus,
Otu7224,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Rhodocollybia,
Otu7697,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,
Otu6378,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu6041,Fungi,Ascomycota,Lecanoromycetes,Ostropales,Porinaceae,Porina,
Otu6405,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,
Otu8207,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu7506,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,,,
Otu6716,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Otu7029,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu6623,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu5949,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu6610,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu7950,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu9406,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu6534,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu8266,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu8743,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,
Otu6691,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu6032,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu6876,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,
Otu6261,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu5896,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,,
Otu6455,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu6426,Fungi,Ascomycota,Dothideomycetes,,,,
Otu7367,Fungi,Ascomycota,Leotiomycetes,,,,
Otu8410,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu7952,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu7973,Fungi,Ascomycota,Dothideomycetes,,,,
Otu7967,Fungi,Ascomycota,Dothideomycetes,,,,
Otu6147,Fungi,Ascomycota,Lecanoromycetes,,,,
Otu9122,Fungi,Ascomycota,Dothideomycetes,,,,
Otu6622,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu8574,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu7385,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,
Otu6030,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu9304,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu6071,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu7003,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu7822,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu6023,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,
Otu6172,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu8478,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu6293,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu5483,Fungi,Ascomycota,,,,,
Otu9570,Fungi,Ascomycota,,,,,
Otu7075,Fungi,Ascomycota,,,,,
Otu7792,Fungi,Ascomycota,,,,,
Otu10466,Fungi,Ascomycota,,,,,
Otu10211,Fungi,Basidiomycota,,,,,
Otu6498,Fungi,Ascomycota,,,,,
Otu5780,Fungi,Ascomycota,,,,,
Otu11191,Fungi,Basidiomycota,,,,,
Otu9036,Fungi,Ascomycota,,,,,
Otu7323,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu6102,Fungi,Ascomycota,Sordariomycetes,,,,
Otu6569,Fungi,Ascomycota,Sordariomycetes,,,,
Otu8734,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu6413,Fungi,Ascomycota,Sordariomycetes,,,,
Otu6785,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu7110,Fungi,Ascomycota,Sordariomycetes,,,,
Otu6213,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu6523,Fungi,Ascomycota,Sordariomycetes,,,,
Otu7909,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu7404,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu9004,Fungi,,,,,,
Otu8380,Fungi,,,,,,
Otu5751,Fungi,,,,,,
Otu5820,Fungi,,,,,,
Otu6647,Fungi,,,,,,
Otu5837,Fungi,,,,,,
Otu6327,Fungi,Ascomycota,,,,,
Otu6830,Fungi,Ascomycota,,,,,
Otu6239,Fungi,Ascomycota,,,,,
Otu7573,Fungi,Ascomycota,,,,,
Otu8092,Fungi,Ascomycota,,,,,
Otu6006,Fungi,Basidiomycota,,,,,
Otu9416,Fungi,Ascomycota,,,,,
Otu5993,Fungi,Ascomycota,,,,,
Otu6014,Fungi,Ascomycota,,,,,
Otu8244,Fungi,Ascomycota,,,,,
Otu6873,Fungi,Ascomycota,,,,,
Otu6899,Fungi,Ascomycota,,,,,
Otu7151,Fungi,Ascomycota,,,,,
Otu8065,Fungi,Ascomycota,,,,,
Otu8385,Fungi,,,,,,
Otu5567,Fungi,,,,,,
Otu6651,Fungi,,,,,,
Otu8557,Fungi,,,,,,
Otu7373,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,unidentified,
Otu6673,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Mycoleptodiscus,
Otu7162,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporales_fam_Incertae_sedis,Latorua,
Otu6355,Fungi,Basidiomycota,Spiculogloeomycetes,Spiculogloeales,Spiculogloeaceae,Phyllozyma,
Otu8722,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,unidentified,
Otu7431,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,
Otu6475,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,unidentified,unidentified,
Otu6243,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,
Otu5433,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,Phylliscum,
Otu7389,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Ophiosphaerella,
Otu5819,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Bisporella,
Otu6613,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,
Otu8519,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Morosphaeriaceae,Acrocalymma,
Otu6824,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Setophaeosphaeria,
Otu8564,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,
Otu7274,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,
Otu6004,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiales_fam_Incertae_sedis,Eriosporella,Eriosporella_bambusicola
Otu5739,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Parasola_lilatincta
Otu7751,Fungi,Basidiomycota,Pucciniomycetes,Septobasidiales,Septobasidiaceae,Septobasidium,unidentified
Otu5793,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Biatriosporaceae,Biatriospora,Biatriospora_mackinnonii
Otu6951,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Bjerkandera,Bjerkandera_centroamericana
Otu8177,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Hypochnicium,Hypochnicium_aotearoae
Otu8278,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,unidentified,unidentified
Otu8518,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Coriolaceae,Rigidoporus,Rigidoporus_sanguinolentus
Otu7565,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,unidentified,unidentified,unidentified
Otu7167,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_ellisii
Otu6472,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps_sessilis
Otu6713,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,unidentified
Otu7060,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Kappamycetaceae,Kappamyces,unidentified
Otu7443,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,Gymnopus_cylindricus
Otu8009,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,unidentified,unidentified
Otu5861,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,,
Otu5875,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,,
Otu5812,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,,
Otu6336,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,,
Otu5976,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,,
Otu5991,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu6121,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,,
Otu5948,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,,
Otu6841,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,,
Otu6047,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,,
Otu5869,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,,
Otu6616,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,
Otu7938,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
Otu9407,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
Otu5912,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,
Otu8630,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,
Otu8383,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu5777,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu7161,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu6640,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu8079,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu6756,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu8057,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,,,
Otu11107,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,,,
Otu5495,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu6501,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,,,
Otu8215,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,,
Otu5705,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,,
Otu7186,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,,
Otu6077,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu6526,Fungi,Ascomycota,Sordariomycetes,,,,
Otu7634,Fungi,Ascomycota,Dothideomycetes,,,,
Otu5833,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu6372,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu8401,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu6748,Fungi,Ascomycota,Leotiomycetes,,,,
Otu7405,Fungi,Ascomycota,Dothideomycetes,,,,
Otu6927,Fungi,Ascomycota,Dothideomycetes,,,,
Otu7170,Fungi,Ascomycota,Dothideomycetes,,,,
Otu5889,Fungi,Ascomycota,Dothideomycetes,,,,
Otu7157,Fungi,Ascomycota,Dothideomycetes,,,,
Otu8178,Fungi,Ascomycota,Orbiliomycetes,,,,
Otu7552,Fungi,Ascomycota,Leotiomycetes,,,,
Otu5886,Fungi,Ascomycota,Dothideomycetes,,,,
Otu6070,Fungi,Ascomycota,Sordariomycetes,,,,
Otu6028,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,
Otu11125,Fungi,Ascomycota,Dothideomycetes,Capnodiales,,,
Otu5846,Fungi,Ascomycota,Dothideomycetes,Dothideales,,,
Otu7237,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu6197,Fungi,Basidiomycota,Tremellomycetes,Tremellales,,,
Otu7395,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu8020,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
Otu5732,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu6104,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,
Otu7324,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu7071,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu8649,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,,,
Otu6577,Fungi,Ascomycota,,,,,
Otu6558,Fungi,Ascomycota,,,,,
Otu6445,Fungi,Ascomycota,,,,,
Otu5376,Fungi,Ascomycota,,,,,
Otu6847,Fungi,Ascomycota,,,,,
Otu7888,Fungi,Ascomycota,,,,,
Otu5675,Fungi,Ascomycota,,,,,
Otu6395,Fungi,Ascomycota,Sordariomycetes,,,,
Otu7501,Fungi,Ascomycota,Sordariomycetes,,,,
Otu6105,Fungi,,,,,,
Otu6429,Fungi,,,,,,
Otu9664,Fungi,,,,,,
Otu9020,Fungi,,,,,,
Otu6628,Fungi,,,,,,
Otu7861,Fungi,,,,,,
Otu7837,Fungi,,,,,,
Otu6389,Fungi,,,,,,
Otu8151,Fungi,Ascomycota,,,,,
Otu6809,Fungi,Ascomycota,,,,,
Otu5953,Fungi,Basidiomycota,,,,,
Otu5254,Fungi,Ascomycota,,,,,
Otu6390,Fungi,Basidiomycota,,,,,
Otu6329,Fungi,Ascomycota,,,,,
Otu5374,Fungi,Ascomycota,,,,,
Otu5811,Fungi,,,,,,
Otu6199,Fungi,,,,,,
Otu6338,Fungi,,,,,,
Otu6721,Fungi,,,,,,
Otu6778,Fungi,,,,,,
Otu6925,Fungi,,,,,,
Otu7695,Fungi,,,,,,
Otu9386,Fungi,,,,,,
Otu9876,Fungi,,,,,,
Otu9921,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,
Otu7971,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Vararia,
Otu5529,Fungi,Rozellomycota,unidentified,unidentified,unidentified,unidentified,
Otu7520,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,
Otu7770,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,
Otu8609,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,unidentified,unidentified,
Otu7612,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliales_fam_Incertae_sedis,Vermispora,
Otu6741,Fungi,Ascomycota,Sordariomycetes,Melanosporales,Melanosporaceae,Melanospora,
Otu6919,Fungi,Rozellomycota,Rozellomycota_cls_Incertae_sedis,GS04,unidentified,unidentified,
Otu7597,Fungi,Ascomycota,Dothideomycetes,Strigulales,Strigulaceae,Strigula,
Otu7086,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,
Otu6867,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Bulleribasidium,
Otu5855,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriaceae,unidentified,
Otu7440,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Calyptella,
Otu6130,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,unidentified,
Otu7596,Fungi,Basidiomycota,Agaricomycetes,Russulales,Lachnocladiaceae,Vararia,Vararia_vassilievae
Otu6226,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,unidentified
Otu6898,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Alysidiella,Alysidiella_parasitica
Otu7342,Fungi,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Piskurozyma,Piskurozyma_cylindrica
Otu6827,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Roussoella,Roussoella_hysterioides
Otu8107,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Hymenochaete,Hymenochaete_fulva
Otu6502,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,unidentified,unidentified
Otu6821,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Roussoella,Roussoella_hysterioides
Otu7650,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phlebiopsis,unidentified
Otu5945,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,Calyptella,Calyptella_capula
Otu6719,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Kretzschmaria,Kretzschmaria_clavus
Otu6625,Fungi,Basidiomycota,Microbotryomycetes,unidentified,unidentified,unidentified,unidentified
Otu6678,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,,
Otu6489,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Schizoporaceae,,
Otu6266,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,,
Otu7828,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,,
Otu6112,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Microbotryomycetes_fam_Incertae_sedis,,
Otu6739,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,,
Otu6207,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,,
Otu7364,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,,
Otu7772,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,
Otu7582,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,
Otu6018,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Exobasidiaceae,Exobasidium,
Otu6371,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,
Otu6078,Fungi,Ascomycota,Dothideomycetes,Dothideomycetidae_ord_Incertae_sedis,,,
Otu5824,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,,,
Otu5957,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,,,
Otu6120,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,
Otu5622,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,,,
Otu5496,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu6496,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu9355,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,,,
Otu8137,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,
Otu5655,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
Otu6072,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,,,
Otu10408,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,
Otu8162,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,,
Otu6887,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiostomataceae,,
Otu6943,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu8537,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,
Otu7641,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,,
Otu8615,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu7300,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu5447,Fungi,Ascomycota,Sordariomycetes,,,,
Otu8507,Fungi,Ascomycota,Sordariomycetes,,,,
Otu5698,Fungi,Ascomycota,Dothideomycetes,,,,
Otu6742,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu6875,Fungi,Ascomycota,Dothideomycetes,,,,
Otu8458,Fungi,Ascomycota,Eurotiomycetes,,,,
Otu8711,Fungi,Basidiomycota,Agaricomycetes,,,,
Otu10107,Fungi,Ascomycota,Leotiomycetes,,,,
Otu6482,Fungi,Ascomycota,Dothideomycetes,,,,
Otu8848,Fungi,Basidiomycota,Tremellomycetes,,,,
Otu6287,Fungi,Basidiomycota,Agaricostilbomycetes,,,,
Otu6561,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,
Otu11139,Fungi,Basidiomycota,Agaricomycetes,Polyporales,,,
Otu6575,Fungi,Ascomycota,Sordariomycetes,Xylariales,,,
